date,unit,metric,value
2022-04-11,Unit_Alpha,workload_volume,532.5
2022-04-11,Unit_Alpha,leave_usage,8.6
2022-04-11,Unit_Alpha,grievances,0.1
2022-04-11,Unit_Alpha,workers_comp_claims,0.1
2022-04-11,Unit_Alpha,attrition,1.1
2022-04-18,Unit_Alpha,headcount,118.7
2022-04-18,Unit_Alpha,workload_volume,559.9
2022-04-18,Unit_Alpha,leave_usage,10.8
2022-04-18,Unit_Alpha,grievances,1.0
2022-04-18,Unit_Alpha,workers_comp_claims,0.4
2022-04-18,Unit_Alpha,attrition,1.6
2022-04-25,Unit_Alpha,headcount,117.6
2022-04-25,Unit_Alpha,workload_volume,460.3
2022-04-25,Unit_Alpha,leave_usage,10.4
2022-04-25,Unit_Alpha,grievances,0.0
2022-04-25,Unit_Alpha,workers_comp_claims,0.0
2022-04-25,Unit_Alpha,attrition,1.3
2022-05-02,Unit_Alpha,headcount,120.8
2022-05-02,Unit_Alpha,workload_volume,457.5
2022-05-02,Unit_Alpha,leave_usage,9.3
2022-05-02,Unit_Alpha,grievances,0.4
2022-05-02,Unit_Alpha,workers_comp_claims,0.2
2022-05-02,Unit_Alpha,attrition,2.4
2022-05-09,Unit_Alpha,headcount,117.8
2022-05-09,Unit_Alpha,workload_volume,551.0
2022-05-09,Unit_Alpha,leave_usage,10.3
2022-05-09,Unit_Alpha,grievances,0.6
2022-05-09,Unit_Alpha,workers_comp_claims,0.9
2022-05-09,Unit_Alpha,attrition,0.0
2022-05-16,Unit_Alpha,headcount,116.6
2022-05-16,Unit_Alpha,workload_volume,541.1
2022-05-16,Unit_Alpha,leave_usage,9.7
2022-05-16,Unit_Alpha,grievances,0.9
2022-05-16,Unit_Alpha,workers_comp_claims,0.1
2022-05-16,Unit_Alpha,attrition,2.2
2022-05-23,Unit_Alpha,headcount,123.5
2022-05-23,Unit_Alpha,workload_volume,540.1
2022-05-23,Unit_Alpha,leave_usage,10.4
2022-05-23,Unit_Alpha,grievances,1.1
2022-05-23,Unit_Alpha,workers_comp_claims,0.8
2022-05-23,Unit_Alpha,attrition,2.2
2022-05-30,Unit_Alpha,headcount,119.5
2022-05-30,Unit_Alpha,workload_volume,546.2
2022-05-30,Unit_Alpha,leave_usage,11.3
2022-05-30,Unit_Alpha,grievances,0.0
2022-05-30,Unit_Alpha,workers_comp_claims,0.0
2022-05-30,Unit_Alpha,attrition,0.3
2022-06-06,Unit_Alpha,headcount,120.2
2022-06-06,Unit_Alpha,workload_volume,496.2
2022-06-06,Unit_Alpha,leave_usage,12.7
2022-06-06,Unit_Alpha,grievances,0.0
2022-06-06,Unit_Alpha,workers_comp_claims,0.7
2022-06-06,Unit_Alpha,attrition,1.3
2022-06-13,Unit_Alpha,headcount,116.6
2022-06-13,Unit_Alpha,workload_volume,543.1
2022-06-13,Unit_Alpha,leave_usage,8.5
2022-06-13,Unit_Alpha,grievances,1.5
2022-06-13,Unit_Alpha,workers_comp_claims,1.1
2022-06-13,Unit_Alpha,attrition,1.3
2022-06-20,Unit_Alpha,headcount,118.7
2022-06-20,Unit_Alpha,workload_volume,547.4
2022-06-20,Unit_Alpha,leave_usage,13.6
2022-06-20,Unit_Alpha,grievances,0.8
2022-06-20,Unit_Alpha,workers_comp_claims,0.0
2022-06-20,Unit_Alpha,attrition,0.7
2022-06-27,Unit_Alpha,headcount,120.3
2022-06-27,Unit_Alpha,workload_volume,498.3
2022-06-27,Unit_Alpha,leave_usage,7.5
2022-06-27,Unit_Alpha,grievances,0.0
2022-06-27,Unit_Alpha,workers_comp_claims,0.0
2022-06-27,Unit_Alpha,attrition,1.0
2022-07-04,Unit_Alpha,headcount,117.2
2022-07-04,Unit_Alpha,workload_volume,628.6
2022-07-04,Unit_Alpha,leave_usage,10.2
2022-07-04,Unit_Alpha,grievances,1.7
2022-07-04,Unit_Alpha,workers_comp_claims,0.7
2022-07-04,Unit_Alpha,attrition,0.8
2022-07-11,Unit_Alpha,headcount,120.9
2022-07-11,Unit_Alpha,workload_volume,560.3
2022-07-11,Unit_Alpha,leave_usage,11.4
2022-07-11,Unit_Alpha,grievances,0.6
2022-07-11,Unit_Alpha,workers_comp_claims,0.3
2022-07-11,Unit_Alpha,attrition,2.6
2022-07-18,Unit_Alpha,headcount,118.6
2022-07-18,Unit_Alpha,workload_volume,478.3
2022-07-18,Unit_Alpha,leave_usage,10.9
2022-07-18,Unit_Alpha,grievances,1.4
2022-07-18,Unit_Alpha,workers_comp_claims,0.6
2022-07-18,Unit_Alpha,attrition,2.1
2022-07-25,Unit_Alpha,headcount,119.3
2022-07-25,Unit_Alpha,workload_volume,571.9
2022-07-25,Unit_Alpha,leave_usage,9.6
2022-07-25,Unit_Alpha,grievances,0.6
2022-07-25,Unit_Alpha,workers_comp_claims,0.1
2022-07-25,Unit_Alpha,attrition,2.3
2022-08-01,Unit_Alpha,headcount,118.6
2022-08-01,Unit_Alpha,workload_volume,491.6
2022-08-01,Unit_Alpha,leave_usage,10.3
2022-08-01,Unit_Alpha,grievances,2.1
2022-08-01,Unit_Alpha,workers_comp_claims,0.4
2022-08-01,Unit_Alpha,attrition,1.9
2022-08-08,Unit_Alpha,headcount,124.4
2022-08-08,Unit_Alpha,workload_volume,580.9
2022-08-08,Unit_Alpha,leave_usage,9.9
2022-08-08,Unit_Alpha,grievances,1.9
2022-08-08,Unit_Alpha,workers_comp_claims,0.3
2022-08-08,Unit_Alpha,attrition,0.8
2022-08-15,Unit_Alpha,headcount,120.0
2022-08-15,Unit_Alpha,workload_volume,600.7
2022-08-15,Unit_Alpha,leave_usage,9.8
2022-08-15,Unit_Alpha,grievances,0.3
2022-08-15,Unit_Alpha,workers_comp_claims,1.0
2022-08-15,Unit_Alpha,attrition,1.2
2022-08-22,Unit_Alpha,headcount,117.5
2022-08-22,Unit_Alpha,workload_volume,502.9
2022-08-22,Unit_Alpha,leave_usage,12.0
2022-08-22,Unit_Alpha,grievances,1.3
2022-08-22,Unit_Alpha,workers_comp_claims,0.5
2022-08-22,Unit_Alpha,attrition,1.8
2022-08-29,Unit_Alpha,headcount,122.0
2022-08-29,Unit_Alpha,workload_volume,593.3
2022-08-29,Unit_Alpha,leave_usage,11.2
2022-08-29,Unit_Alpha,grievances,1.0
2022-08-29,Unit_Alpha,workers_comp_claims,0.6
2022-08-29,Unit_Alpha,attrition,0.8
2022-09-05,Unit_Alpha,headcount,117.1
2022-09-05,Unit_Alpha,workload_volume,566.9
2022-09-05,Unit_Alpha,leave_usage,9.7
2022-09-05,Unit_Alpha,grievances,1.6
2022-09-05,Unit_Alpha,workers_comp_claims,0.2
2022-09-05,Unit_Alpha,attrition,1.9
2022-09-12,Unit_Alpha,headcount,120.5
2022-09-12,Unit_Alpha,workload_volume,588.6
2022-09-12,Unit_Alpha,leave_usage,12.1
2022-09-12,Unit_Alpha,grievances,0.0
2022-09-12,Unit_Alpha,workers_comp_claims,0.2
2022-09-12,Unit_Alpha,attrition,1.4
2022-09-19,Unit_Alpha,headcount,115.3
2022-09-19,Unit_Alpha,workload_volume,643.4
2022-09-19,Unit_Alpha,leave_usage,11.3
2022-09-19,Unit_Alpha,grievances,1.0
2022-09-19,Unit_Alpha,workers_comp_claims,0.2
2022-09-19,Unit_Alpha,attrition,1.3
2022-09-26,Unit_Alpha,headcount,116.8
2022-09-26,Unit_Alpha,workload_volume,537.4
2022-09-26,Unit_Alpha,leave_usage,12.0
2022-09-26,Unit_Alpha,grievances,1.3
2022-09-26,Unit_Alpha,workers_comp_claims,0.6
2022-09-26,Unit_Alpha,attrition,1.9
2022-10-03,Unit_Alpha,headcount,120.5
2022-10-03,Unit_Alpha,workload_volume,513.1
2022-10-03,Unit_Alpha,leave_usage,11.8
2022-10-03,Unit_Alpha,grievances,0.0
2022-10-03,Unit_Alpha,workers_comp_claims,0.2
2022-10-03,Unit_Alpha,attrition,1.8
2022-10-10,Unit_Alpha,headcount,121.8
2022-10-10,Unit_Alpha,workload_volume,507.5
2022-10-10,Unit_Alpha,leave_usage,9.6
2022-10-10,Unit_Alpha,grievances,0.0
2022-10-10,Unit_Alpha,workers_comp_claims,0.5
2022-10-10,Unit_Alpha,attrition,1.3
2022-10-17,Unit_Alpha,headcount,120.4
2022-10-17,Unit_Alpha,workload_volume,512.2
2022-10-17,Unit_Alpha,leave_usage,10.1
2022-10-17,Unit_Alpha,grievances,0.0
2022-10-17,Unit_Alpha,workers_comp_claims,1.4
2022-10-17,Unit_Alpha,attrition,2.2
2022-10-24,Unit_Alpha,headcount,119.7
2022-10-24,Unit_Alpha,workload_volume,550.2
2022-10-24,Unit_Alpha,leave_usage,12.0
2022-10-24,Unit_Alpha,grievances,0.3
2022-10-24,Unit_Alpha,workers_comp_claims,0.8
2022-10-24,Unit_Alpha,attrition,0.9
2022-10-31,Unit_Alpha,headcount,119.3
2022-10-31,Unit_Alpha,workload_volume,572.2
2022-10-31,Unit_Alpha,leave_usage,11.9
2022-10-31,Unit_Alpha,grievances,1.1
2022-10-31,Unit_Alpha,workers_comp_claims,0.2
2022-10-31,Unit_Alpha,attrition,1.9
2022-11-07,Unit_Alpha,headcount,116.5
2022-11-07,Unit_Alpha,workload_volume,570.0
2022-11-07,Unit_Alpha,leave_usage,10.9
2022-11-07,Unit_Alpha,grievances,1.7
2022-11-07,Unit_Alpha,workers_comp_claims,1.0
2022-11-07,Unit_Alpha,attrition,1.9
2022-11-14,Unit_Alpha,headcount,118.3
2022-11-14,Unit_Alpha,workload_volume,598.5
2022-11-14,Unit_Alpha,leave_usage,11.2
2022-11-14,Unit_Alpha,grievances,0.6
2022-11-14,Unit_Alpha,workers_comp_claims,0.2
2022-11-14,Unit_Alpha,attrition,1.3
2022-11-21,Unit_Alpha,headcount,118.9
2022-11-21,Unit_Alpha,workload_volume,558.8
2022-11-21,Unit_Alpha,leave_usage,12.9
2022-11-21,Unit_Alpha,grievances,1.8
2022-11-21,Unit_Alpha,workers_comp_claims,0.0
2022-11-21,Unit_Alpha,attrition,1.7
2022-11-28,Unit_Alpha,headcount,122.5
2022-11-28,Unit_Alpha,workload_volume,631.9
2022-11-28,Unit_Alpha,leave_usage,10.2
2022-11-28,Unit_Alpha,grievances,0.0
2022-11-28,Unit_Alpha,workers_comp_claims,0.0
2022-11-28,Unit_Alpha,attrition,0.8
2022-12-05,Unit_Alpha,headcount,120.8
2022-12-05,Unit_Alpha,workload_volume,546.9
2022-12-05,Unit_Alpha,leave_usage,11.9
2022-12-05,Unit_Alpha,grievances,0.0
2022-12-05,Unit_Alpha,workers_comp_claims,0.0
2022-12-05,Unit_Alpha,attrition,2.1
2022-12-12,Unit_Alpha,headcount,115.8
2022-12-12,Unit_Alpha,workload_volume,697.1
2022-12-12,Unit_Alpha,leave_usage,10.8
2022-12-12,Unit_Alpha,grievances,0.5
2022-12-12,Unit_Alpha,workers_comp_claims,0.2
2022-12-12,Unit_Alpha,attrition,1.4
2022-12-19,Unit_Alpha,headcount,120.8
2022-12-19,Unit_Alpha,workload_volume,593.3
2022-12-19,Unit_Alpha,leave_usage,10.8
2022-12-19,Unit_Alpha,grievances,0.8
2022-12-19,Unit_Alpha,workers_comp_claims,0.4
2022-12-19,Unit_Alpha,attrition,1.2
2022-12-26,Unit_Alpha,headcount,119.1
2022-12-26,Unit_Alpha,workload_volume,520.1
2022-12-26,Unit_Alpha,leave_usage,12.8
2022-12-26,Unit_Alpha,grievances,0.5
2022-12-26,Unit_Alpha,workers_comp_claims,1.2
2022-12-26,Unit_Alpha,attrition,2.1
2023-01-02,Unit_Alpha,headcount,118.4
2023-01-02,Unit_Alpha,workload_volume,510.3
2023-01-02,Unit_Alpha,leave_usage,12.4
2023-01-02,Unit_Alpha,grievances,0.0
2023-01-02,Unit_Alpha,workers_comp_claims,0.6
2023-01-02,Unit_Alpha,attrition,1.1
2023-01-09,Unit_Alpha,headcount,121.5
2023-01-09,Unit_Alpha,workload_volume,588.9
2023-01-09,Unit_Alpha,leave_usage,12.4
2023-01-09,Unit_Alpha,grievances,0.4
2023-01-09,Unit_Alpha,workers_comp_claims,0.3
2023-01-09,Unit_Alpha,attrition,0.7
2023-01-16,Unit_Alpha,headcount,122.5
2023-01-16,Unit_Alpha,workload_volume,554.4
2023-01-16,Unit_Alpha,leave_usage,13.2
2023-01-16,Unit_Alpha,grievances,0.0
2023-01-16,Unit_Alpha,workers_comp_claims,0.8
2023-01-16,Unit_Alpha,attrition,0.6
2023-01-23,Unit_Alpha,headcount,122.2
2023-01-23,Unit_Alpha,workload_volume,602.1
2023-01-23,Unit_Alpha,leave_usage,11.3
2023-01-23,Unit_Alpha,grievances,1.0
2023-01-23,Unit_Alpha,workers_comp_claims,0.0
2023-01-23,Unit_Alpha,attrition,1.9
2023-01-30,Unit_Alpha,headcount,118.0
2023-01-30,Unit_Alpha,workload_volume,590.9
2023-01-30,Unit_Alpha,leave_usage,12.3
2023-01-30,Unit_Alpha,grievances,0.8
2023-01-30,Unit_Alpha,workers_comp_claims,0.5
2023-01-30,Unit_Alpha,attrition,0.7
2023-02-06,Unit_Alpha,headcount,119.3
2023-02-06,Unit_Alpha,workload_volume,564.4
2023-02-06,Unit_Alpha,leave_usage,10.8
2023-02-06,Unit_Alpha,grievances,0.0
2023-02-06,Unit_Alpha,workers_comp_claims,0.8
2023-02-06,Unit_Alpha,attrition,2.6
2023-02-13,Unit_Alpha,headcount,120.8
2023-02-13,Unit_Alpha,workload_volume,526.5
2023-02-13,Unit_Alpha,leave_usage,11.8
2023-02-13,Unit_Alpha,grievances,0.1
2023-02-13,Unit_Alpha,workers_comp_claims,0.0
2023-02-13,Unit_Alpha,attrition,0.3
2023-02-20,Unit_Alpha,headcount,122.3
2023-02-20,Unit_Alpha,workload_volume,493.9
2023-02-20,Unit_Alpha,leave_usage,11.1
2023-02-20,Unit_Alpha,grievances,0.0
2023-02-20,Unit_Alpha,workers_comp_claims,1.0
2023-02-20,Unit_Alpha,attrition,2.5
2023-02-27,Unit_Alpha,headcount,118.8
2023-02-27,Unit_Alpha,workload_volume,548.0
2023-02-27,Unit_Alpha,leave_usage,11.5
2023-02-27,Unit_Alpha,grievances,0.5
2023-02-27,Unit_Alpha,workers_comp_claims,0.6
2023-02-27,Unit_Alpha,attrition,1.6
2023-03-06,Unit_Alpha,headcount,119.6
2023-03-06,Unit_Alpha,workload_volume,613.9
2023-03-06,Unit_Alpha,leave_usage,12.2
2023-03-06,Unit_Alpha,grievances,1.3
2023-03-06,Unit_Alpha,workers_comp_claims,0.2
2023-03-06,Unit_Alpha,attrition,1.4
2023-03-13,Unit_Alpha,headcount,117.3
2023-03-13,Unit_Alpha,workload_volume,582.5
2023-03-13,Unit_Alpha,leave_usage,10.1
2023-03-13,Unit_Alpha,grievances,0.0
2023-03-13,Unit_Alpha,workers_comp_claims,0.7
2023-03-13,Unit_Alpha,attrition,1.2
2023-03-20,Unit_Alpha,headcount,117.1
2023-03-20,Unit_Alpha,workload_volume,510.2
2023-03-20,Unit_Alpha,leave_usage,14.5
2023-03-20,Unit_Alpha,grievances,0.9
2023-03-20,Unit_Alpha,workers_comp_claims,1.5
2023-03-20,Unit_Alpha,attrition,1.7
2023-03-27,Unit_Alpha,headcount,122.0
2023-03-27,Unit_Alpha,workload_volume,581.8
2023-03-27,Unit_Alpha,leave_usage,9.9
2023-03-27,Unit_Alpha,grievances,0.1
2023-03-27,Unit_Alpha,workers_comp_claims,0.5
2023-03-27,Unit_Alpha,attrition,1.5
2023-04-03,Unit_Alpha,headcount,123.3
2023-04-03,Unit_Alpha,workload_volume,593.0
2023-04-03,Unit_Alpha,leave_usage,9.6
2023-04-03,Unit_Alpha,grievances,0.0
2023-04-03,Unit_Alpha,workers_comp_claims,0.5
2023-04-03,Unit_Alpha,attrition,2.2
2023-04-10,Unit_Alpha,headcount,119.8
2023-04-10,Unit_Alpha,workload_volume,530.2
2023-04-10,Unit_Alpha,leave_usage,13.2
2023-04-10,Unit_Alpha,grievances,0.4
2023-04-10,Unit_Alpha,workers_comp_claims,0.2
2023-04-10,Unit_Alpha,attrition,1.6
2023-04-17,Unit_Alpha,headcount,122.4
2023-04-17,Unit_Alpha,workload_volume,582.7
2023-04-17,Unit_Alpha,leave_usage,12.6
2023-04-17,Unit_Alpha,grievances,0.0
2023-04-17,Unit_Alpha,workers_comp_claims,0.0
2023-04-17,Unit_Alpha,attrition,1.6
2023-04-24,Unit_Alpha,headcount,120.9
2023-04-24,Unit_Alpha,workload_volume,578.5
2023-04-24,Unit_Alpha,leave_usage,12.4
2023-04-24,Unit_Alpha,grievances,0.1
2023-04-24,Unit_Alpha,workers_comp_claims,0.8
2023-04-24,Unit_Alpha,attrition,1.3
2023-05-01,Unit_Alpha,headcount,118.5
2023-05-01,Unit_Alpha,workload_volume,518.9
2023-05-01,Unit_Alpha,leave_usage,12.4
2023-05-01,Unit_Alpha,grievances,0.0
2023-05-01,Unit_Alpha,workers_comp_claims,0.0
2023-05-01,Unit_Alpha,attrition,1.5
2023-05-08,Unit_Alpha,headcount,120.9
2023-05-08,Unit_Alpha,workload_volume,594.5
2023-05-08,Unit_Alpha,leave_usage,11.5
2023-05-08,Unit_Alpha,grievances,2.1
2023-05-08,Unit_Alpha,workers_comp_claims,0.4
2023-05-08,Unit_Alpha,attrition,1.7
2023-05-15,Unit_Alpha,headcount,123.7
2023-05-15,Unit_Alpha,workload_volume,605.2
2023-05-15,Unit_Alpha,leave_usage,10.1
2023-05-15,Unit_Alpha,grievances,0.5
2023-05-15,Unit_Alpha,workers_comp_claims,0.2
2023-05-15,Unit_Alpha,attrition,0.5
2023-05-22,Unit_Alpha,headcount,119.9
2023-05-22,Unit_Alpha,workload_volume,631.8
2023-05-22,Unit_Alpha,leave_usage,11.6
2023-05-22,Unit_Alpha,grievances,0.0
2023-05-22,Unit_Alpha,workers_comp_claims,0.6
2023-05-22,Unit_Alpha,attrition,0.7
2023-05-29,Unit_Alpha,headcount,123.8
2023-05-29,Unit_Alpha,workload_volume,630.8
2023-05-29,Unit_Alpha,leave_usage,10.5
2023-05-29,Unit_Alpha,grievances,0.7
2023-05-29,Unit_Alpha,workers_comp_claims,0.6
2023-05-29,Unit_Alpha,attrition,1.9
2023-06-05,Unit_Alpha,headcount,113.7
2023-06-05,Unit_Alpha,workload_volume,509.6
2023-06-05,Unit_Alpha,leave_usage,13.0
2023-06-05,Unit_Alpha,grievances,0.4
2023-06-05,Unit_Alpha,workers_comp_claims,0.9
2023-06-05,Unit_Alpha,attrition,1.6
2023-06-12,Unit_Alpha,headcount,122.0
2023-06-12,Unit_Alpha,workload_volume,532.1
2023-06-12,Unit_Alpha,leave_usage,11.3
2023-06-12,Unit_Alpha,grievances,0.3
2023-06-12,Unit_Alpha,workers_comp_claims,0.1
2023-06-12,Unit_Alpha,attrition,1.4
2023-06-19,Unit_Alpha,headcount,120.2
2023-06-19,Unit_Alpha,workload_volume,605.1
2023-06-19,Unit_Alpha,leave_usage,10.3
2023-06-19,Unit_Alpha,grievances,1.0
2023-06-19,Unit_Alpha,workers_comp_claims,0.3
2023-06-19,Unit_Alpha,attrition,1.5
2023-06-26,Unit_Alpha,headcount,119.3
2023-06-26,Unit_Alpha,workload_volume,605.4
2023-06-26,Unit_Alpha,leave_usage,11.1
2023-06-26,Unit_Alpha,grievances,1.1
2023-06-26,Unit_Alpha,workers_comp_claims,0.0
2023-06-26,Unit_Alpha,attrition,1.7
2023-07-03,Unit_Alpha,headcount,120.2
2023-07-03,Unit_Alpha,workload_volume,605.8
2023-07-03,Unit_Alpha,leave_usage,12.2
2023-07-03,Unit_Alpha,grievances,0.1
2023-07-03,Unit_Alpha,workers_comp_claims,0.2
2023-07-03,Unit_Alpha,attrition,1.2
2023-07-10,Unit_Alpha,headcount,115.2
2023-07-10,Unit_Alpha,workload_volume,773.0
2023-07-10,Unit_Alpha,leave_usage,10.7
2023-07-10,Unit_Alpha,grievances,0.0
2023-07-10,Unit_Alpha,workers_comp_claims,0.6
2023-07-10,Unit_Alpha,attrition,1.0
2023-07-17,Unit_Alpha,headcount,119.5
2023-07-17,Unit_Alpha,workload_volume,609.2
2023-07-17,Unit_Alpha,leave_usage,10.3
2023-07-17,Unit_Alpha,grievances,0.3
2023-07-17,Unit_Alpha,workers_comp_claims,0.8
2023-07-17,Unit_Alpha,attrition,1.6
2023-07-24,Unit_Alpha,headcount,120.9
2023-07-24,Unit_Alpha,workload_volume,637.8
2023-07-24,Unit_Alpha,leave_usage,11.9
2023-07-24,Unit_Alpha,grievances,0.0
2023-07-24,Unit_Alpha,workers_comp_claims,0.0
2023-07-24,Unit_Alpha,attrition,0.9
2023-07-31,Unit_Alpha,headcount,123.5
2023-07-31,Unit_Alpha,workload_volume,628.9
2023-07-31,Unit_Alpha,leave_usage,11.9
2023-07-31,Unit_Alpha,grievances,0.0
2023-07-31,Unit_Alpha,workers_comp_claims,0.8
2023-07-31,Unit_Alpha,attrition,1.7
2023-08-07,Unit_Alpha,headcount,118.8
2023-08-07,Unit_Alpha,workload_volume,614.0
2023-08-07,Unit_Alpha,leave_usage,10.8
2023-08-07,Unit_Alpha,grievances,1.6
2023-08-07,Unit_Alpha,workers_comp_claims,1.1
2023-08-07,Unit_Alpha,attrition,0.5
2023-08-14,Unit_Alpha,headcount,118.1
2023-08-14,Unit_Alpha,workload_volume,565.9
2023-08-14,Unit_Alpha,leave_usage,10.9
2023-08-14,Unit_Alpha,grievances,1.8
2023-08-14,Unit_Alpha,workers_comp_claims,0.6
2023-08-14,Unit_Alpha,attrition,2.1
2023-08-21,Unit_Alpha,headcount,118.8
2023-08-21,Unit_Alpha,workload_volume,619.8
2023-08-21,Unit_Alpha,leave_usage,11.9
2023-08-21,Unit_Alpha,grievances,0.3
2023-08-21,Unit_Alpha,workers_comp_claims,1.3
2023-08-21,Unit_Alpha,attrition,1.8
2023-08-28,Unit_Alpha,headcount,122.2
2023-08-28,Unit_Alpha,workload_volume,543.4
2023-08-28,Unit_Alpha,leave_usage,9.4
2023-08-28,Unit_Alpha,grievances,1.0
2023-08-28,Unit_Alpha,workers_comp_claims,0.0
2023-08-28,Unit_Alpha,attrition,1.7
2023-09-04,Unit_Alpha,headcount,120.8
2023-09-04,Unit_Alpha,workload_volume,570.3
2023-09-04,Unit_Alpha,leave_usage,9.5
2023-09-04,Unit_Alpha,grievances,0.8
2023-09-04,Unit_Alpha,workers_comp_claims,0.0
2023-09-04,Unit_Alpha,attrition,2.1
2023-09-11,Unit_Alpha,headcount,118.7
2023-09-11,Unit_Alpha,workload_volume,558.0
2023-09-11,Unit_Alpha,leave_usage,10.5
2023-09-11,Unit_Alpha,grievances,3.0
2023-09-11,Unit_Alpha,workers_comp_claims,0.0
2023-09-11,Unit_Alpha,attrition,2.5
2023-09-18,Unit_Alpha,headcount,121.2
2023-09-18,Unit_Alpha,workload_volume,586.5
2023-09-18,Unit_Alpha,leave_usage,11.3
2023-09-18,Unit_Alpha,grievances,1.4
2023-09-18,Unit_Alpha,workers_comp_claims,1.1
2023-09-18,Unit_Alpha,attrition,2.1
2023-09-25,Unit_Alpha,headcount,120.2
2023-09-25,Unit_Alpha,workload_volume,698.2
2023-09-25,Unit_Alpha,leave_usage,12.1
2023-09-25,Unit_Alpha,grievances,0.4
2023-09-25,Unit_Alpha,workers_comp_claims,0.7
2023-09-25,Unit_Alpha,attrition,0.4
2023-10-02,Unit_Alpha,headcount,122.3
2023-10-02,Unit_Alpha,workload_volume,489.1
